Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,¿En qué versión fue corregido?,Estrategia de ejecución
Defecto,WEB-342,334,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,En progreso,Sprint 3,Sanity,Funcional,Sistema,SAP,ERP,On-Premise- Hibrido,Operacion,Producción,Isabela Aguirre,4/18/2025,v1.0.1,Lucía Fernández,Sprint 9,v1.0.2,Manual
sugerencia,BD-921,335,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Resuelto,Sprint 4,Carga,Datos,Unitaria,SAP,CRM,Cloud,Ideación,Producción,Sofía Morales,10/2/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
riesgo,MOB-589,336,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Baja,Resuelto,Sprint 13,Carga,Datos,Sistema,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,Desarrollo,Sofía Morales,4/16/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
sugerencia,MOB-589,337,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Alta,Cerrado,Sprint 7,Sanity,Datos,Sistema,Software Tradicional,CORE Banking,Cloud,Operacion,Pre-Producción,Sofía Morales,4/20/2025,v1.0.1,Sofía Morales,Sprint 13,v1.0.2,Manual
riesgo,BD-921,338,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Pendiente,Sprint 5,Sanity,Portabilidad,Unitaria,Software Tradicional,ERP,Mainframe,Construcción,Sandbox,Sebastián Cortés,10/10/2025,v1.0.1,Raúl Espinosa,Sprint 14,v1.0.2,Manual
Incidente,KIOS-411,339,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Resuelto,Sprint 20,Funcional,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Ideación,Integracion,Juan Pérez,6/1/2024,v1.0.1,Laura Ortega,Sprint 20,v1.0.2,Automatizada
sugerencia,BD-921,340,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Rechazado,Sprint 0,Sanity,Funcional,Unitaria,Datos,CRM,Mainframe,Requisitos,Pre-Producción,Miguel Herrera,4/2/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Incidente,WEB-342,341,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Reabierto,Sprint 13,Integración,Funcional,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Producción,Mateo Linares,3/14/2024,v1.0.1,Miguel Herrera,Sprint 14,v1.0.2,Manual
Defecto,API-073,342,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Alta,Resuelto,Sprint 12,Aceptación,Funcional,Unitaria,Software Tradicional,Datalake,Mainframe,Operacion,ShadowDR),Juan Pérez,7/24/2025,v1.0.1,Valentina Castillo,Sprint 19,v1.0.2,Manual
sugerencia,BD-921,343,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Pendiente,Sprint 19,Funcional,Funcional,UAT,SAP,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Gabriela Paredes,1/30/2024,v1.0.1,Valentina Castillo,Sprint 19,v1.0.2,Automatizada
Defecto,MOB-589,344,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 7,Funcional,Seguridad,Sistema,Software IA,ERP,Mainframe,Operacion,ShadowDR),Sebastián Cortés,4/26/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,MOB-589,345,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,Cerrado,Sprint 4,Funcional,Funcional,Sistema,Software Tradicional,CRM,Mainframe,Construcción,Pre-Producción,Esteban Méndez,10/26/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
riesgo,KIOS-411,346,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Alta,Resuelto,Sprint 0,Aceptación,Portabilidad,integracion,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Sandbox,Jorge Ramírez,11/15/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
sugerencia,CORE-568,347,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Alta,En progreso,Sprint 17,Exploratoria,Funcional,integracion,SAP,Datalake,On-Premise- Hibrido,Operacion,Producción,Isabela Aguirre,6/1/2025,v1.0.1,Lucía Fernández,,v1.0.2,Manual
riesgo,WEB-342,348,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Alta,Rechazado,Sprint 20,Funcional,Funcional,Unitaria,SAP,DWH,Cloud,Ideación,ShadowDR),Jorge Ramírez,2/16/2025,v1.0.1,Sofía Morales,,v1.0.2,Automatizada
Incidente,CORE-568,349,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,En progreso,Sprint 5,Smoke,Funcional,Unitaria,Software IA,DWH,Mainframe,Ideación,ShadowDR),Ana López,7/4/2024,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
riesgo,API-073,350,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Alta,Resuelto,Sprint 12,Aceptación,Funcional,UAT,SAP,CORE Banking,Cloud,Requisitos,Pre-Producción,Sebastián Cortés,2/18/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
Defecto,BD-921,351,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Baja,Resuelto,Sprint 8,Exploratoria,Funcional,Unitaria,Software IA,DWH,Cloud,Ideación,Pre-Producción,Esteban Méndez,9/18/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
riesgo,POS-101,352,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,Resuelto,Sprint 11,Smoke,Funcional,UAT,SAP,CRM,Mainframe,Construcción,ShadowDR),Lucía Fernández,6/26/2024,v1.0.1,Mateo Linares,Sprint 20,v1.0.2,Manual
riesgo,MOB-589,353,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Crítica,En progreso,Sprint 8,Aceptación,UX,Unitaria,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Producción,Jorge Ramírez,7/31/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Incidente,KIOS-411,354,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Baja,Resuelto,Sprint 0,Funcional,Funcional,UAT,Software IA,CRM,Cloud,Construcción,ShadowDR),Esteban Méndez,5/20/2024,v1.0.1,Valentina Castillo,,v1.0.2,Automatizada
Defecto,POS-101,355,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Media,Pendiente,Sprint 6,Aceptación,Funcional,UAT,Software Tradicional,DWH,Cloud,Requisitos,Integracion,Antonella Duque,3/23/2024,v1.0.1,Ana López,,v1.0.2,Manual
Incidente,CORE-568,356,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Baja,Cerrado,Sprint 19,Funcional,Funcional,UAT,SAP,Datalake,Mainframe,Requisitos,ShadowDR),Daniela Ríos,7/12/2024,v1.0.1,Sebastián Cortés,Sprint 19,v1.0.2,Manual
riesgo,API-073,357,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Resuelto,Sprint 13,Funcional,Usabilidad,Unitaria,SAP,CORE Banking,Mainframe,Operacion,Integracion,Raúl Espinosa,2/7/2024,v1.0.1,Valentina Castillo,Sprint 19,v1.0.2,Manual
Incidente,POS-101,358,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 11,Funcional,Funcional,Sistema,SAP,DWH,On-Premise- Hibrido,Requisitos,Pre-Producción,Paula Navarro,4/6/2025,v1.0.1,Ana López,,v1.0.2,Manual
riesgo,CORE-568,359,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Crítica,En progreso,Sprint 8,Sanity,Datos,Unitaria,Datos,CORE Banking,Mainframe,Operacion,Pruebas,Lucía Fernández,7/25/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,BD-921,360,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Baja,Resuelto,Sprint 7,Funcional,Portabilidad,Unitaria,SAP,CORE Banking,Mainframe,Ideación,Producción,Juan Pérez,11/9/2024,v1.0.1,Mariana Cárdenas,Sprint 18,v1.0.2,Manual
sugerencia,POS-101,361,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Alta,Resuelto,Sprint 1,Exploratoria,Desempeño,UAT,SAP,ERP,Cloud,Ideación,Pruebas,Pedro Cruz,8/26/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
sugerencia,POS-101,362,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Reabierto,Sprint 13,Funcional,Funcional,Sistema,SAP,ERP,Cloud,Requisitos,Sandbox,Miguel Herrera,3/24/2024,v1.0.1,Lucía Fernández,Sprint 15,v1.0.2,Automatizada
Incidente,API-073,363,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,En progreso,Sprint 6,Sanity,Seguridad,integracion,Software IA,DWH,On-Premise- Hibrido,Requisitos,ShadowDR),Mariana Cárdenas,1/15/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
riesgo,CORE-568,364,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Resuelto,Sprint 6,Carga,Funcional,Sistema,SAP,Datalake,Cloud,Construcción,ShadowDR),Isabela Aguirre,4/11/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
sugerencia,CORE-568,365,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Resuelto,Sprint 6,Integración,Datos,Sistema,Software IA,ERP,Mainframe,Operacion,Pruebas,Valentina Castillo,8/20/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Defecto,WEB-342,366,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Alta,Rechazado,Sprint 15,Integración,Compatibilidad,UAT,Datos,Datalake,Cloud,Requisitos,Sandbox,Jorge Ramírez,3/7/2024,v1.0.1,Gabriela Paredes,Sprint 20,v1.0.2,Manual
riesgo,POS-101,367,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Cerrado,Sprint 17,Regresión,Seguridad,UAT,SAP,CORE Banking,On-Premise- Hibrido,Construcción,Integracion,Pedro Cruz,2/26/2025,v1.0.1,Esteban Méndez,Sprint 18,v1.0.2,Manual
Defecto,MOB-589,368,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Rechazado,Sprint 9,Aceptación,Desempeño,integracion,Software Tradicional,ERP,Cloud,Ideación,ShadowDR),Daniela Ríos,5/31/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
riesgo,KIOS-411,369,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Media,Pendiente,Sprint 19,Regresión,Datos,UAT,Datos,DWH,Mainframe,Requisitos,Desarrollo,Mariana Cárdenas,10/8/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
sugerencia,BD-921,370,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Pendiente,Sprint 5,Funcional,Desempeño,UAT,SAP,CRM,Mainframe,Requisitos,Desarrollo,Sofía Morales,12/27/2024,v1.0.1,Ana López,,v1.0.2,Manual
riesgo,API-073,371,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Media,Pendiente,Sprint 6,Sanity,Funcional,Unitaria,SAP,Datalake,Mainframe,Operacion,Producción,Daniela Ríos,2/23/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
riesgo,KIOS-411,372,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Reabierto,Sprint 18,Smoke,Desempeño,Unitaria,SAP,CRM,On-Premise- Hibrido,Requisitos,ShadowDR),Mateo Linares,8/2/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
sugerencia,API-073,373,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 14,Smoke,Funcional,Unitaria,Datos,Datalake,On-Premise- Hibrido,Operacion,Integracion,Sebastián Cortés,9/27/2024,v1.0.1,Antonella Duque,Sprint 18,v1.0.2,Manual
Defecto,API-073,374,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Reabierto,Sprint 0,Funcional,Funcional,integracion,Software IA,CORE Banking,Mainframe,Operacion,ShadowDR),Raúl Espinosa,7/11/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
sugerencia,MOB-589,375,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,Cerrado,Sprint 4,Integración,Funcional,Sistema,Datos,ERP,On-Premise- Hibrido,Operacion,Producción,Ana López,3/2/2024,v1.0.1,Mariana Cárdenas,Sprint 19,v1.0.2,Manual
Defecto,POS-101,376,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 2,Funcional,Funcional,Unitaria,SAP,CRM,On-Premise- Hibrido,Construcción,Pruebas,Ana López,8/28/2024,v1.0.1,Isabela Aguirre,Sprint 13,v1.0.2,Automatizada
riesgo,BD-921,377,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Crítica,En progreso,Sprint 17,Funcional,Desempeño,Unitaria,Software Tradicional,ERP,On-Premise- Hibrido,Ideación,Pre-Producción,Isabela Aguirre,9/28/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Defecto,WEB-342,378,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,Pendiente,Sprint 17,Exploratoria,Funcional,UAT,Software Tradicional,Datalake,On-Premise- Hibrido,Operacion,Sandbox,Esteban Méndez,8/13/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
riesgo,POS-101,379,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Pendiente,Sprint 16,Integración,Seguridad,Sistema,Datos,Datalake,Mainframe,Ideación,Producción,Gabriela Paredes,2/27/2025,v1.0.1,Daniela Ríos,Sprint 18,v1.0.2,Manual
riesgo,MOB-589,380,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,Reabierto,Sprint 4,Funcional,Funcional,UAT,SAP,CORE Banking,Cloud,Construcción,Producción,Miguel Herrera,5/27/2024,v1.0.1,Daniela Ríos,Sprint 6,v1.0.2,Automatizada
riesgo,CORE-568,381,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,Rechazado,Sprint 11,Sanity,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Ideación,Pruebas,Pedro Cruz,5/11/2024,v1.0.1,Antonella Duque,Sprint 16,v1.0.2,Manual
riesgo,BD-921,382,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,Cerrado,Sprint 18,Integración,Portabilidad,integracion,Datos,CRM,Mainframe,Construcción,Producción,Juan Pérez,8/3/2024,v1.0.1,Laura Ortega,Sprint 20,v1.0.2,Manual
riesgo,POS-101,383,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,En progreso,Sprint 12,Funcional,Funcional,Unitaria,Software Tradicional,CRM,Mainframe,Construcción,Desarrollo,Ana López,9/29/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
riesgo,API-073,384,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Baja,En progreso,Sprint 13,Funcional,UX,UAT,Software IA,CRM,Mainframe,Construcción,ShadowDR),Esteban Méndez,4/2/2024,v1.0.1,Jorge Ramírez,Sprint 15,v1.0.2,Manual
Defecto,POS-101,385,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Alta,Rechazado,Sprint 11,Funcional,Desempeño,UAT,SAP,ERP,Cloud,Construcción,Producción,Paula Navarro,12/17/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
riesgo,MOB-589,386,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Resuelto,Sprint 4,Aceptación,Datos,integracion,Datos,Datalake,On-Premise- Hibrido,Ideación,Pre-Producción,Laura Ortega,7/8/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Defecto,API-073,387,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 20,Carga,Funcional,UAT,SAP,ERP,Cloud,Construcción,ShadowDR),Pedro Cruz,10/5/2025,v1.0.1,Laura Ortega,Sprint 20,v1.0.2,Manual
Incidente,MOB-589,388,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Pendiente,Sprint 4,Sanity,Funcional,Sistema,SAP,ERP,Cloud,Construcción,Desarrollo,Laura Ortega,7/12/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
riesgo,BD-921,389,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Alta,En progreso,Sprint 2,Exploratoria,Funcional,UAT,Software Tradicional,Datalake,Mainframe,Operacion,Sandbox,Ana López,6/18/2024,v1.0.1,Antonella Duque,Sprint 8,v1.0.2,Manual
Defecto,POS-101,390,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 1,Smoke,UX,Unitaria,SAP,CRM,Cloud,Requisitos,Pre-Producción,Miguel Herrera,3/16/2025,v1.0.1,Lucía Fernández,,v1.0.2,Manual
Defecto,KIOS-411,391,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,En progreso,Sprint 12,Funcional,Portabilidad,integracion,Software Tradicional,CORE Banking,On-Premise- Hibrido,Operacion,Pruebas,Valentina Castillo,7/13/2024,v1.0.1,Esteban Méndez,Sprint 17,v1.0.2,Manual
Incidente,MOB-589,392,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Baja,Cerrado,Sprint 10,Aceptación,Funcional,integracion,Software Tradicional,CORE Banking,Mainframe,Construcción,Sandbox,Juan Pérez,1/8/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Incidente,BD-921,393,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Resuelto,Sprint 15,Funcional,Funcional,Unitaria,SAP,ERP,Mainframe,Requisitos,ShadowDR),Daniela Ríos,11/3/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Automatizada
Incidente,BD-921,394,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Reabierto,Sprint 4,Integración,Funcional,integracion,SAP,Datalake,Cloud,Ideación,Integracion,Esteban Méndez,6/12/2024,v1.0.1,Ana López,Sprint 18,v1.0.2,Manual
riesgo,WEB-342,395,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,Resuelto,Sprint 6,Aceptación,Funcional,Sistema,Software Tradicional,CRM,Mainframe,Requisitos,Pruebas,Sofía Morales,12/19/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Defecto,POS-101,396,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Funcional,Desempeño,UAT,Software Tradicional,CORE Banking,Mainframe,Operacion,Desarrollo,Isabela Aguirre,12/25/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
sugerencia,BD-921,397,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 10,Funcional,Funcional,integracion,Datos,DWH,Cloud,Construcción,ShadowDR),Paula Navarro,8/26/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
Incidente,WEB-342,398,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Smoke,Funcional,integracion,Software IA,CRM,On-Premise- Hibrido,Construcción,Sandbox,Gabriela Paredes,1/26/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
sugerencia,BD-921,399,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Reabierto,Sprint 12,Integración,Desempeño,Sistema,SAP,CRM,On-Premise- Hibrido,Operacion,ShadowDR),Miguel Herrera,8/1/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Defecto,CORE-568,400,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 16,Regresión,Funcional,integracion,Datos,CORE Banking,Cloud,Construcción,Pre-Producción,Antonella Duque,5/20/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Defecto,WEB-342,401,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Cerrado,Sprint 15,Aceptación,Funcional,Sistema,Datos,DWH,Cloud,Construcción,Desarrollo,Isabela Aguirre,7/30/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
Defecto,KIOS-411,402,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,En progreso,Sprint 12,Funcional,Funcional,integracion,Software IA,Datalake,Cloud,Operacion,Integracion,Lucía Fernández,6/19/2024,v1.0.1,Jorge Ramírez,Sprint 14,v1.0.2,Automatizada
riesgo,MOB-589,403,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,Reabierto,Sprint 10,Funcional,Portabilidad,Sistema,SAP,Datalake,Cloud,Construcción,Integracion,Sebastián Cortés,2/17/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
riesgo,API-073,404,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Media,Resuelto,Sprint 13,Exploratoria,Funcional,UAT,Software Tradicional,DWH,Mainframe,Requisitos,ShadowDR),Mateo Linares,6/7/2024,v1.0.1,Isabela Aguirre,Sprint 18,v1.0.2,Manual
Defecto,KIOS-411,405,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Crítica,Rechazado,Sprint 7,Sanity,Datos,UAT,Datos,DWH,Mainframe,Requisitos,Sandbox,Camila Vargas,9/1/2024,v1.0.1,Daniela Ríos,Sprint 10,v1.0.2,Manual
